ship_name,ship_id,country,maximum_dispersion,firing_range,initial_he_velocity,initial_ap_velocity,maximum_speed
Vanguard,Vanguard,U.K.,257.0,20.0,804.0,804.0,30.0
Lion,Lion,U.K.,271.0,19.0,792.0,747.0,28.0
Duncan,Duncan,U.K.,213.0,17.0,792.0,747.0,32.0
Marlborough,Marlborough,U.K.,268.0,20.0,757.0,757.0,31.0
Scarlet_Thunder,Scarlet_Thunder,U.K.,282.0,22.0,792.0,747.0,32.0
Conqueror,Conqueror,U.K.,302.0,24.0,792.0,747.0,29.0
St._Vincent,St._Vincent,U.K.,220.0,20.0,757.0,762.0,32.0
Thunderer,Thunderer,U.K.,228.0,21.0,757.0,762.0,29.0
Incomparable,Incomparable,U.K.,195.0,17.0,751.0,751.0,33.0
Cumberland,Cumberland,,,,,,
Devastation,Devastation,U.K.,304.0,24.0,792.0,747.0,30.0
Turenne,Turenne,France,177.0,11.0,905.0,798.0,19.0
Courbet,Courbet,France,221.0,15.0,905.0,798.0,19.0
Bretagne,Bretagne,France,227.0,16.0,921.0,780.0,19.0
Normandie,Normandie,France,242.0,17.0,921.0,780.0,28.0
Dunkerque,Dunkerque,France,244.0,18.0,885.0,870.0,29.0
Dunkerque_B,Dunkerque_B,France,244.0,18.0,885.0,870.0,29.0
Lyon,Lyon,France,248.0,16.0,921.0,780.0,25.0
Strasbourg,Strasbourg,France,253.0,19.0,885.0,870.0,29.0
Richelieu,Richelieu,France,313.0,22.0,830.0,830.0,30.0
Gascogne,Gascogne,France,299.0,23.0,830.0,830.0,32.0
Champagne,Champagne,France,258.0,25.0,850.0,850.0,34.0
Flandre,Flandre,France,262.0,20.0,830.0,830.0,33.0
Picardie,Picardie,France,288.0,22.0,905.0,798.0,27.0
Alsace,Alsace,France,264.0,18.0,830.0,830.0,30.0
Jean_Bart,Jean_Bart,France,306.0,24.0,830.0,830.0,30.0
Jean_Bart_B,Jean_Bart_B,France,306.0,24.0,830.0,830.0,30.0
République,République,France,321.0,26.0,840.0,840.0,30.0
Bourgogne,Bourgogne,France,309.0,24.0,830.0,830.0,32.0
Patrie,Patrie,France,326.0,26.0,840.0,840.0,31.0
Teng_She,Teng_She,Pan-Asia,248.0,18.0,767.0,767.0,27.0
Bajie,Bajie,Pan-Asia,266.0,25.0,869.0,870.0,28.0
Wujing,Wujing,Pan-Asia,264.0,20.0,830.0,830.0,32.0
Sun_Yat,Sun_Yat,Pan-Asia,209.0,19.0,800.0,800.0,28.0
Louchuan,Louchuan,Pan-Asia,271.0,21.0,792.0,747.0,29.0
Xuan_Wu,Xuan_Wu,Pan-Asia,5.0,5.0,,,5.0
Taihang,Taihang,,,,,,
Victoria,Victoria,Spain,298.0,20.0,950.0,950.0,30.0
Langley,Langley,U.S.A.,5.0,3.0,960.0,,15.0
Bogue,Bogue,Promo=<!-- in case of gift or promo ship write conditions to get it. -->,,,,,
Independence,Independence,U.S.A.,5.0,3.0,,,31.0
Ranger,Ranger,U.S.A.,5.0,4.0,657.0,,29.0
Saipan,Saipan,U.S.A.,5.0,3.0,,,33.0
Lexington,Lexington,U.S.A.,5.0,4.0,792.0,,33.0
Yorktown,Yorktown,U.S.A.,5.0,4.0,792.0,,32.0
Enterprise,Enterprise,U.S.A.,5.0,4.0,792.0,,32.0
Hornet,Hornet,U.S.A.,5.0,6.0,792.0,,32.0
Saipan_B,Saipan_B,U.S.A.,5.0,3.0,,,33.0
AL_Hornet,AL_Hornet,U.S.A.,5.0,6.0,,,32.0
Essex,Essex,U.S.A.,5.0,5.0,792.0,,33.0
Midway,Midway,U.S.A.,5.0,5.0,808.0,,33.0
Franklin_D._Roosevelt,Franklin_D._Roosevelt,U.S.A.,5.0,5.0,808.0,,33.0
United_States,United_States,U.S.A.,5.0,7.0,808.0,,33.0
Rhein,Rhein,Germany,5.0,4.0,950.0,,26.0
Weser,Weser,Germany,5.0,5.0,900.0,,32.0
Erich_Loewenhardt,Erich_Loewenhardt,Germany,5.0,5.0,900.0,,35.0
August_von_Parseval,August_von_Parseval,Germany,5.0,6.0,900.0,,31.0
Graf_Zeppelin,Graf_Zeppelin,Germany,5.0,6.0,900.0,,32.0
Graf_Zeppelin_B,Graf_Zeppelin_B,Germany,5.0,6.0,900.0,,32.0
Manfred_von_Richthofen,Manfred_von_Richthofen,Germany,5.0,6.0,900.0,,32.0
Werner_Voss,Werner_Voss,,,,,,
Max_Immelmann,Max_Immelmann,Germany,5.0,6.0,900.0,,32.0
Otto_Lilienthal,Otto_Lilienthal,,,,,,
Komsomolets,Komsomolets,U.S.S.R.,5.0,4.0,823.0,,17.0
Serov,Serov,U.S.S.R.,5.0,5.0,792.0,,35.0
Pobeda,Pobeda,U.S.S.R.,5.0,6.0,900.0,,33.0
Chkalov,Chkalov,U.S.S.R.,5.0,6.0,900.0,,32.0
Chkalov_B,Chkalov_B,U.S.S.R.,5.0,6.0,900.0,,32.0
Admiral_Nakhimov,Admiral_Nakhimov,U.S.S.R.,5.0,7.0,950.0,,31.0
Admiral_Orlov,Admiral_Orlov,,,,,,
Aquila,Aquila,Italy,5.0,6.0,875.0,,30.0
Hōshō,Hōshō,Japan,5.0,3.0,850.0,,25.0
Zuihō,Zuihō,,,,,,
Ryūjō,Ryūjō,Japan,5.0,4.0,725.0,,28.0
Hiryū,Hiryū,,,,,,
Kaga,Kaga,Japan,5.0,4.0,725.0,,28.0
Shōkaku,Shōkaku,Japan,5.0,4.0,725.0,,34.0
Kaga_B,Kaga_B,Japan,5.0,4.0,725.0,,28.0
Taihō,Taihō,,,,,,
Hakuryū,Hakuryū,Japan,5.0,5.0,1000.0,,34.0
Shinano,Shinano,Japan,5.0,7.0,,,27.0
Sekiryu,Sekiryu,Japan,5.0,7.0,1000.0,,35.0
Hermes,Hermes,U.K.,5.0,3.0,850.0,,25.0
Furious,Furious,U.K.,5.0,4.0,811.0,,31.0
Ark_Royal,Ark_Royal,U.K.,5.0,4.0,746.0,,31.0
Implacable,Implacable,U.K.,5.0,4.0,746.0,,32.0
Indomitable,Indomitable,U.K.,5.0,4.0,746.0,,30.0
Colossus,Colossus,U.K.,5.0,2.0,,,25.0
Theseus,Theseus,U.K.,5.0,5.0,,,25.0
Audacious,Audacious,U.K.,5.0,5.0,746.0,,32.0
Malta,Malta,U.K.,5.0,5.0,746.0,,33.0
Eagle,Eagle,U.K.,5.0,7.0,746.0,,31.0
Béarn,Béarn,France,5.0,5.0,870.0,,21.0
Sanzang,Sanzang,Pan-Asia,5.0,3.0,,,33.0
